0.030000,0.350000
0.037000,0.336000
0.044000,0.322000
0.051000,0.308000
0.057670,0.294330
0.063582,0.281418
0.068824,0.269176
0.073478,0.257522
0.077619,0.246381
0.081315,0.235685
0.084624,0.225376
0.087598,0.215402
0.090281,0.205732
0.092712,0.196673
0.094926,0.188246
0.096949,0.180468
0.098802,0.173343
0.100503,0.166863
0.102068,0.161008
0.103507,0.155748
0.104832,0.151044
0.106052,0.146852
0.107173,0.143127
0.108204,0.139824
0.109151,0.136900
0.110019,0.134314
0.110815,0.132029
0.111543,0.130009
0.112208,0.128225
0.112816,0.126649
0.113370,0.125257
0.113874,0.124026
0.114334,0.122938
0.114751,0.121976
0.115130,0.121125
0.115475,0.120372
0.115787,0.119706
0.116070,0.119115
0.116326,0.118593
0.116558,0.118130
0.116768,0.117719
0.116958,0.117355
0.117129,0.117033
0.117284,0.116746
0.117424,0.116492
0.117550,0.116267
0.117663,0.116066
0.117766,0.115888
0.117858,0.115730
0.117942,0.115590
0.118017,0.115465
0.118084,0.115354
0.118145,0.115256
0.118200,0.115168
0.118249,0.115090
0.118293,0.115020
0.118333,0.114959
0.118369,0.114904
0.118401,0.114855
0.118430,0.114811
0.118456,0.114772
0.118480,0.114738
0.118500,0.114707
0.118519,0.114679
0.118536,0.114655
0.118551,0.114633
0.118565,0.114614
0.118577,0.114597
0.118588,0.114581
0.118598,0.114567
0.118607,0.114555
0.118615,0.114544
0.118622,0.114534
0.118629,0.114526
0.118634,0.114518
0.118639,0.114511
0.118644,0.114505
0.118648,0.114499
0.118652,0.114494
0.118655,0.114490
0.118658,0.114486
0.118661,0.114483
0.118663,0.114480
0.118665,0.114477
0.118667,0.114474
0.118669,0.114472
0.118671,0.114470
0.118672,0.114468
0.118673,0.114467
0.118674,0.114465
0.118675,0.114464
0.118676,0.114463
0.118677,0.114462
0.118678,0.114461
0.118678,0.114460
0.118679,0.114460
0.118679,0.114459
0.118680,0.114458
0.118680,0.114458
0.118681,0.114457
